SalesAmount,TotalProductCost,ProductStandardCost,UnitPriceDiscountPct,ExtendedAmount,UnitPrice,OrderQuantity,SalesTerritoryId,OrderDate,ProductId,SalesOrderLineId,Channel,SalesOrder,CustomerId,ResellerId
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,2017-07-07,328,43662011,,,-1,227
356.9,352.14,352.14,0,356.9,356.9,1,6,2017-07-07,275,43662012,,,-1,227
5248.76,5308.25,884.71,0,5248.76,874.79,6,6,2017-07-07,319,43662013,,,-1,227
183.94,181.49,181.49,0,183.94,183.94,1,6,2017-07-07,270,43662014,,,-1,227
535.74,528.6,176.2,0,535.74,178.58,3,6,2017-07-07,253,43662015,,,-1,227
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,6,2017-07-07,310,43662016,,,-1,227
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,2017-07-07,322,43662017,,,-1,227
183.94,181.49,181.49,0,183.94,183.94,1,6,2017-07-07,264,43662018,,,-1,227
356.9,352.14,352.14,0,356.9,356.9,1,6,2017-07-07,276,43662019,,,-1,227
178.58,176.2,176.2,0,178.58,178.58,1,6,2017-07-07,285,43662020,,,-1,227
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,2017-07-07,334,43662021,,,-1,227
874.79,884.71,884.71,0,874.79,874.79,1,6,2017-07-07,316,43662022,,,-1,227
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-07-07,322,43663001,,,-1,510
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,2017-07-07,345,43664001,,,-1,397
8099.98,7592.38,1898.09,0,8099.98,2024.99,4,1,2017-07-07,348,43664002,,,-1,397
28.84,31.72,31.72,0,28.84,28.84,1,1,2017-07-07,229,43664003,,,-1,397
28.84,31.72,31.72,0,28.84,28.84,1,1,2017-07-07,235,43664004,,,-1,397
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,2017-07-07,350,43664005,,,-1,397
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,1,2017-07-07,344,43664006,,,-1,397
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,2017-07-07,346,43664007,,,-1,397
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,2017-07-07,351,43664008,,,-1,397
40.37,24.06,12.03,0,40.37,20.19,2,1,2017-07-07,220,43665001,,,-1,146
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,2017-07-07,346,43665002,,,-1,146
20.19,12.03,12.03,0,20.19,20.19,1,1,2017-07-07,212,43665003,,,-1,146
57.68,63.45,31.72,0,57.68,28.84,2,1,2017-07-07,232,43665004,,,-1,146
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,2017-07-07,350,43665005,,,-1,146
10.37,11.41,5.71,0,10.37,5.19,2,1,2017-07-07,223,43665006,,,-1,146
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,2017-07-07,348,43665007,,,-1,146
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,2017-07-07,351,43665008,,,-1,146
34.2,20.38,3.4,0,34.2,5.7,6,1,2017-07-07,218,43665009,,,-1,146
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,2017-07-07,349,43665010,,,-1,146
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-07-09,330,43666001,,,-1,511
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,4,2017-07-09,314,43666002,,,-1,511
356.9,352.14,352.14,0,356.9,356.9,1,4,2017-07-09,275,43666003,,,-1,511
874.79,884.71,884.71,0,874.79,874.79,1,4,2017-07-09,317,43666004,,,-1,511
838.92,826.29,413.15,0,838.92,419.46,2,4,2017-07-09,338,43666005,,,-1,511
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-07-09,334,43666006,,,-1,511
17.1,10.19,3.4,0,17.1,5.7,3,3,2017-07-10,219,43667001,,,-1,646
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,3,2017-07-10,346,43667002,,,-1,646
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,3,2017-07-10,351,43667003,,,-1,646
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,3,2017-07-10,348,43667004,,,-1,646
2624.38,2654.12,884.71,0,2624.38,874.79,3,6,2017-07-10,317,43668001,,,-1,514
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,6,2017-07-10,314,43668002,,,-1,514
2936.21,2892.02,413.15,0,2936.21,419.46,7,6,2017-07-10,322,43668003,,,-1,514
2516.75,2478.88,413.15,0,2516.75,419.46,6,6,2017-07-10,332,43668004,,,-1,514
173.04,190.35,31.72,0,173.04,28.84,6,6,2017-07-10,232,43668005,,,-1,514
1103.63,1088.91,181.49,0,1103.63,183.94,6,6,2017-07-10,272,43668006,,,-1,514
40.37,24.06,12.03,0,40.37,20.19,2,6,2017-07-10,212,43668007,,,-1,514
40.37,24.06,12.03,0,40.37,20.19,2,6,2017-07-10,220,43668008,,,-1,514
1749.59,1769.42,884.71,0,1749.59,874.79,2,6,2017-07-10,315,43668009,,,-1,514
20.75,22.82,5.71,0,20.75,5.19,4,6,2017-07-10,223,43668010,,,-1,514
367.88,362.97,181.49,0,367.88,183.94,2,6,2017-07-10,270,43668011,,,-1,514
2624.38,2654.12,884.71,0,2624.38,874.79,3,6,2017-07-10,316,43668012,,,-1,514
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,2017-07-10,324,43668013,,,-1,514
838.92,826.29,413.15,0,838.92,419.46,2,6,2017-07-10,342,43668014,,,-1,514
551.81,544.46,181.49,0,551.81,183.94,3,6,2017-07-10,264,43668015,,,-1,514
838.92,826.29,413.15,0,838.92,419.46,2,6,2017-07-10,330,43668016,,,-1,514
838.92,826.29,413.15,0,838.92,419.46,2,6,2017-07-10,334,43668017,,,-1,514
367.88,362.97,181.49,0,367.88,183.94,2,6,2017-07-10,262,43668018,,,-1,514
28.84,31.72,31.72,0,28.84,28.84,1,6,2017-07-10,235,43668019,,,-1,514
838.92,826.29,413.15,0,838.92,419.46,2,6,2017-07-10,338,43668020,,,-1,514
1427.59,1408.56,352.14,0,1427.59,356.9,4,6,2017-07-10,275,43668021,,,-1,514
5248.76,5308.25,884.71,0,5248.76,874.79,6,6,2017-07-10,319,43668022,,,-1,514
1677.84,1652.59,413.15,0,1677.84,419.46,4,6,2017-07-10,326,43668023,,,-1,514
535.74,528.6,176.2,0,535.74,178.58,3,6,2017-07-10,285,43668024,,,-1,514
115.36,126.9,31.72,0,115.36,28.84,4,6,2017-07-10,229,43668025,,,-1,514
535.74,528.6,176.2,0,535.74,178.58,3,6,2017-07-10,253,43668026,,,-1,514
20.19,12.03,12.03,0,20.19,20.19,1,6,2017-07-10,215,43668027,,,-1,514
1070.69,1056.42,352.14,0,1070.69,356.9,3,6,2017-07-10,276,43668028,,,-1,514
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,2017-07-10,328,43668029,,,-1,514
714.7,617.03,617.03,0,714.7,714.7,1,1,2017-07-10,304,43669001,,,-1,578
5.7,3.4,3.4,0,5.7,5.7,1,3,2017-07-12,219,43670001,,,-1,504
11.4,6.79,3.4,0,11.4,5.7,2,3,2017-07-12,218,43670002,,,-1,504
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,3,2017-07-12,346,43670003,,,-1,504
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,3,2017-07-12,349,43670004,,,-1,504
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,1,2017-07-15,314,43671001,,,-1,200
57.68,63.45,31.72,0,57.68,28.84,2,1,2017-07-15,229,43671002,,,-1,200
874.79,884.71,884.71,0,874.79,874.79,1,1,2017-07-15,317,43671003,,,-1,200
838.92,826.29,413.15,0,838.92,419.46,2,1,2017-07-15,338,43671004,,,-1,200
713.8,704.28,352.14,0,713.8,356.9,2,1,2017-07-15,275,43671005,,,-1,200
838.92,826.29,413.15,0,838.92,419.46,2,1,2017-07-15,328,43671006,,,-1,200
1749.59,1769.42,884.71,0,1749.59,874.79,2,1,2017-07-15,316,43671007,,,-1,200
838.92,826.29,413.15,0,838.92,419.46,2,1,2017-07-15,330,43671008,,,-1,200
28.84,31.72,31.72,0,28.84,28.84,1,1,2017-07-15,235,43671009,,,-1,200
20.19,12.03,12.03,0,20.19,20.19,1,1,2017-07-15,220,43671010,,,-1,200
20.19,12.03,12.03,0,20.19,20.19,1,1,2017-07-15,215,43671011,,,-1,200
34.2,20.38,3.4,0,34.2,5.7,6,6,2017-07-16,218,43672001,,,-1,119
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,6,2017-07-16,349,43672002,,,-1,119
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,6,2017-07-16,347,43672003,,,-1,119
874.79,884.71,884.71,0,874.79,874.79,1,2,2017-07-16,315,43673001,,,-1,618
86.52,95.17,31.72,0,86.52,28.84,3,2,2017-07-16,232,43673002,,,-1,618
183.94,181.49,181.49,0,183.94,183.94,1,2,2017-07-16,270,43673003,,,-1,618
838.92,826.29,413.15,0,838.92,419.46,2,2,2017-07-16,324,43673004,,,-1,618
419.46,413.15,413.15,0,419.46,419.46,1,2,2017-07-16,326,43673005,,,-1,618
357.16,352.4,176.2,0,357.16,178.58,2,2,2017-07-16,285,43673006,,,-1,618
838.92,826.29,413.15,0,838.92,419.46,2,2,2017-07-16,342,43673007,,,-1,618
5.19,5.71,5.71,0,5.19,5.19,1,2,2017-07-16,223,43673008,,,-1,618
40.37,24.06,12.03,0,40.37,20.19,2,2,2017-07-16,215,43673009,,,-1,618
20.19,12.03,12.03,0,20.19,20.19,1,2,2017-07-16,220,43673010,,,-1,618
80.75,48.11,12.03,0,80.75,20.19,4,2,2017-07-16,212,43673011,,,-1,618
2624.38,2654.12,884.71,0,2624.38,874.79,3,6,2017-07-17,319,43674001,,,-1,83
1677.84,1652.59,413.15,0,1677.84,419.46,4,3,2017-07-17,324,43675001,,,-1,670
100.93,60.14,12.03,0,100.93,20.19,5,3,2017-07-17,220,43675002,,,-1,670
357.16,352.4,176.2,0,357.16,178.58,2,3,2017-07-17,285,43675003,,,-1,670
20.19,12.03,12.03,0,20.19,20.19,1,3,2017-07-17,215,43675004,,,-1,670
838.92,826.29,413.15,0,838.92,419.46,2,3,2017-07-17,326,43675005,,,-1,670
1749.59,1769.42,884.71,0,1749.59,874.79,2,3,2017-07-17,319,43675006,,,-1,670
10.37,11.41,5.71,0,10.37,5.19,2,3,2017-07-17,223,43675007,,,-1,670
874.79,884.71,884.71,0,874.79,874.79,1,3,2017-07-17,315,43675008,,,-1,670
86.52,95.17,31.72,0,86.52,28.84,3,3,2017-07-17,232,43675009,,,-1,670
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,5,2017-07-17,349,43676001,,,-1,17
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,5,2017-07-17,351,43676002,,,-1,17
5.7,3.4,3.4,0,5.7,5.7,1,5,2017-07-17,219,43676003,,,-1,17
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,5,2017-07-17,348,43676004,,,-1,17
22.8,13.59,3.4,0,22.8,5.7,4,5,2017-07-17,218,43676005,,,-1,17
86.52,95.17,31.72,0,86.52,28.84,3,6,2017-07-18,232,43677001,,,-1,679
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,6,2017-07-18,314,43677002,,,-1,679
874.79,884.71,884.71,0,874.79,874.79,1,6,2017-07-18,319,43677003,,,-1,679
419.46,413.15,413.15,0,419.46,419.46,1,6,2017-07-18,342,43677004,,,-1,679
40.37,24.06,12.03,0,40.37,20.19,2,6,2017-07-18,215,43677005,,,-1,679
1677.84,1652.59,413.15,0,1677.84,419.46,4,6,2017-07-18,322,43677006,,,-1,679
838.92,826.29,413.15,0,838.92,419.46,2,6,2017-07-18,332,43677007,,,-1,679
419.46,413.15,413.15,0,419.46,419.46,1,6,2017-07-18,328,43677008,,,-1,679
25.93,28.53,5.71,0,25.93,5.19,5,6,2017-07-18,223,43677009,,,-1,679
20.19,12.03,12.03,0,20.19,20.19,1,6,2017-07-18,212,43677010,,,-1,679
874.79,884.71,884.71,0,874.79,874.79,1,6,2017-07-18,315,43677011,,,-1,679
367.88,362.97,181.49,0,367.88,183.94,2,6,2017-07-18,270,43677012,,,-1,679
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-07-18,322,43678001,,,-1,203
357.16,352.4,176.2,0,357.16,178.58,2,4,2017-07-18,285,43678002,,,-1,203
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-07-18,332,43678003,,,-1,203
713.8,704.28,352.14,0,713.8,356.9,2,4,2017-07-18,275,43678004,,,-1,203
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,2017-07-18,326,43678005,,,-1,203
838.92,826.29,413.15,0,838.92,419.46,2,4,2017-07-18,324,43678006,,,-1,203
15.56,17.12,5.71,0,15.56,5.19,3,4,2017-07-18,223,43678007,,,-1,203
80.75,48.11,12.03,0,80.75,20.19,4,4,2017-07-18,215,43678008,,,-1,203
367.88,362.97,181.49,0,367.88,183.94,2,4,2017-07-18,270,43678009,,,-1,203
874.79,884.71,884.71,0,874.79,874.79,1,4,2017-07-18,317,43678010,,,-1,203
367.88,362.97,181.49,0,367.88,183.94,2,4,2017-07-18,262,43678011,,,-1,203
28.84,31.72,31.72,0,28.84,28.84,1,4,2017-07-18,235,43678012,,,-1,203
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-07-18,342,43678013,,,-1,203
1749.59,1769.42,884.71,0,1749.59,874.79,2,4,2017-07-18,319,43678014,,,-1,203
57.68,63.45,31.72,0,57.68,28.84,2,4,2017-07-18,232,43678015,,,-1,203
874.79,884.71,884.71,0,874.79,874.79,1,4,2017-07-18,315,43678016,,,-1,203
874.79,884.71,884.71,0,874.79,874.79,1,4,2017-07-18,316,43678017,,,-1,203
60.56,36.08,12.03,0,60.56,20.19,3,4,2017-07-18,220,43678018,,,-1,203
20.19,12.03,12.03,0,20.19,20.19,1,4,2017-07-18,212,43678019,,,-1,203
419.46,413.15,413.15,0,419.46,419.46,1,6,2017-07-18,322,43679001,,,-1,480
838.92,826.29,413.15,0,838.92,419.46,2,6,2017-07-18,342,43679002,,,-1,480
57.68,63.45,31.72,0,57.68,28.84,2,6,2017-07-18,232,43679003,,,-1,480
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,2017-07-18,322,43680001,,,-1,491
1749.59,1769.42,884.71,0,1749.59,874.79,2,4,2017-07-18,317,43680002,,,-1,491
357.16,352.4,176.2,0,357.16,178.58,2,4,2017-07-18,285,43680003,,,-1,491
80.75,48.11,12.03,0,80.75,20.19,4,4,2017-07-18,212,43680004,,,-1,491
183.94,181.49,181.49,0,183.94,183.94,1,4,2017-07-18,270,43680005,,,-1,491
20.19,12.03,12.03,0,20.19,20.19,1,4,2017-07-18,220,43680006,,,-1,491
57.68,63.45,31.72,0,57.68,28.84,2,4,2017-07-18,232,43680007,,,-1,491
367.88,362.97,181.49,0,367.88,183.94,2,4,2017-07-18,262,43680008,,,-1,491
874.79,884.71,884.71,0,874.79,874.79,1,4,2017-07-18,319,43680009,,,-1,491
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-07-18,324,43680010,,,-1,491
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,4,2017-07-18,314,43680011,,,-1,491
40.37,24.06,12.03,0,40.37,20.19,2,4,2017-07-18,215,43680012,,,-1,491
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,2017-07-18,332,43680013,,,-1,491
15.56,17.12,5.71,0,15.56,5.19,3,4,2017-07-18,223,43680014,,,-1,491
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-07-18,328,43680015,,,-1,491
173.04,190.35,31.72,0,173.04,28.84,6,5,2017-07-19,232,43681001,,,-1,423
2097.29,2065.73,413.15,0,2097.29,419.46,5,5,2017-07-19,326,43681002,,,-1,423
356.9,352.14,352.14,0,356.9,356.9,1,5,2017-07-19,275,43681003,,,-1,423
20.19,12.03,12.03,0,20.19,20.19,1,5,2017-07-19,212,43681004,,,-1,423
183.94,181.49,181.49,0,183.94,183.94,1,5,2017-07-19,270,43681005,,,-1,423
40.37,24.06,12.03,0,40.37,20.19,2,5,2017-07-19,215,43681006,,,-1,423
1258.38,1239.44,413.15,0,1258.38,419.46,3,5,2017-07-19,342,43681007,,,-1,423
367.88,362.97,181.49,0,367.88,183.94,2,5,2017-07-19,272,43681008,,,-1,423
2624.38,2654.12,884.71,0,2624.38,874.79,3,5,2017-07-19,319,43681009,,,-1,423
419.46,413.15,413.15,0,419.46,419.46,1,5,2017-07-19,338,43681010,,,-1,423
838.92,826.29,413.15,0,838.92,419.46,2,5,2017-07-19,324,43681011,,,-1,423
357.16,352.4,176.2,0,357.16,178.58,2,5,2017-07-19,285,43681012,,,-1,423
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,5,2017-07-19,314,43681013,,,-1,423
57.68,63.45,31.72,0,57.68,28.84,2,5,2017-07-19,229,43681014,,,-1,423
838.92,826.29,413.15,0,838.92,419.46,2,5,2017-07-19,330,43681015,,,-1,423
838.92,826.29,413.15,0,838.92,419.46,2,5,2017-07-19,322,43681016,,,-1,423
874.79,884.71,884.71,0,874.79,874.79,1,5,2017-07-19,317,43681017,,,-1,423
57.68,63.45,31.72,0,57.68,28.84,2,5,2017-07-19,235,43681018,,,-1,423
40.37,24.06,12.03,0,40.37,20.19,2,5,2017-07-19,220,43681019,,,-1,423
183.94,181.49,181.49,0,183.94,183.94,1,5,2017-07-19,262,43681020,,,-1,423
10.37,11.41,5.71,0,10.37,5.19,2,5,2017-07-19,223,43681021,,,-1,423
1749.59,1769.42,884.71,0,1749.59,874.79,2,2,2017-07-19,319,43682001,,,-1,486
419.46,413.15,413.15,0,419.46,419.46,1,2,2017-07-19,326,43682002,,,-1,486
838.92,826.29,413.15,0,838.92,419.46,2,2,2017-07-19,322,43682003,,,-1,486
838.92,826.29,413.15,0,838.92,419.46,2,2,2017-07-19,342,43682004,,,-1,486
28.84,31.72,31.72,0,28.84,28.84,1,2,2017-07-19,232,43682005,,,-1,486
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,2017-07-20,349,43683001,,,-1,506
57.68,63.45,31.72,0,57.68,28.84,2,1,2017-07-20,232,43683002,,,-1,506
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,2017-07-20,346,43683003,,,-1,506
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,2017-07-20,347,43683004,,,-1,506
20.19,12.03,12.03,0,20.19,20.19,1,1,2017-07-20,215,43683005,,,-1,506
40.37,24.06,12.03,0,40.37,20.19,2,1,2017-07-20,220,43683006,,,-1,506
15.56,17.12,5.71,0,15.56,5.19,3,1,2017-07-20,223,43683007,,,-1,506
8099.98,7592.38,1898.09,0,8099.98,2024.99,4,1,2017-07-20,348,43683008,,,-1,506
12149.96,11388.57,1898.09,0,12149.96,2024.99,6,1,2017-07-20,350,43683009,,,-1,506
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,2017-07-20,345,43683010,,,-1,506
60.56,36.08,12.03,0,60.56,20.19,3,1,2017-07-20,212,43683011,,,-1,506
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,1,2017-07-20,351,43683012,,,-1,506
34.2,20.38,3.4,0,34.2,5.7,6,1,2017-07-20,218,43683013,,,-1,506
1749.59,1769.42,884.71,0,1749.59,874.79,2,5,2017-07-22,315,43684001,,,-1,549
838.92,826.29,413.15,0,838.92,419.46,2,5,2017-07-22,326,43684002,,,-1,549
419.46,413.15,413.15,0,419.46,419.46,1,5,2017-07-22,322,43684003,,,-1,549
1749.59,1769.42,884.71,0,1749.59,874.79,2,5,2017-07-22,319,43684004,,,-1,549
419.46,413.15,413.15,0,419.46,419.46,1,5,2017-07-22,342,43684005,,,-1,549
419.46,413.15,413.15,0,419.46,419.46,1,5,2017-07-22,328,43684006,,,-1,549
1258.38,1239.44,413.15,0,1258.38,419.46,3,5,2017-07-23,332,43685001,,,-1,458
419.46,413.15,413.15,0,419.46,419.46,1,5,2017-07-23,328,43685002,,,-1,458
874.79,884.71,884.71,0,874.79,874.79,1,5,2017-07-23,315,43685003,,,-1,458
183.94,181.49,181.49,0,183.94,183.94,1,5,2017-07-23,262,43685004,,,-1,458
2624.38,2654.12,884.71,0,2624.38,874.79,3,1,2017-07-24,319,43686001,,,-1,344
419.46,413.15,413.15,0,419.46,419.46,1,1,2017-07-24,326,43686002,,,-1,344
419.46,413.15,413.15,0,419.46,419.46,1,1,2017-07-24,342,43686003,,,-1,344
419.46,413.15,413.15,0,419.46,419.46,1,2,2017-07-24,338,43687001,,,-1,269
838.92,826.29,413.15,0,838.92,419.46,2,2,2017-07-24,332,43687002,,,-1,269
183.94,181.49,181.49,0,183.94,183.94,1,2,2017-07-25,262,43688001,,,-1,161
838.92,826.29,413.15,0,838.92,419.46,2,2,2017-07-25,322,43688002,,,-1,161
1258.38,1239.44,413.15,0,1258.38,419.46,3,2,2017-07-25,326,43688003,,,-1,161
178.58,176.2,176.2,0,178.58,178.58,1,2,2017-07-25,285,43688004,,,-1,161
419.46,413.15,413.15,0,419.46,419.46,1,2,2017-07-25,328,43688005,,,-1,161
367.88,362.97,181.49,0,367.88,183.94,2,2,2017-07-25,270,43688006,,,-1,161
1749.59,1769.42,884.71,0,1749.59,874.79,2,2,2017-07-25,315,43688007,,,-1,161
1749.59,1769.42,884.71,0,1749.59,874.79,2,2,2017-07-25,319,43688008,,,-1,161
1258.38,1239.44,413.15,0,1258.38,419.46,3,2,2017-07-25,332,43688009,,,-1,161
419.46,413.15,413.15,0,419.46,419.46,1,2,2017-07-25,342,43688010,,,-1,161
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,2,2017-07-25,314,43688011,,,-1,161
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,2017-07-26,330,43689001,,,-1,166
183.94,181.49,181.49,0,183.94,183.94,1,4,2017-08-08,262,43865005,,,-1,328
735.75,725.94,181.49,0,735.75,183.94,4,4,2017-08-08,270,43865006,,,-1,328
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-08-08,326,43865007,,,-1,328
838.92,826.29,413.15,0,838.92,419.46,2,4,2017-08-08,328,43865008,,,-1,328
144.2,158.62,31.72,0,144.2,28.84,5,4,2017-08-08,232,43865009,,,-1,328
178.58,176.2,176.2,0,178.58,178.58,1,4,2017-08-08,285,43865010,,,-1,328
15.56,17.12,5.71,0,15.56,5.19,3,4,2017-08-08,223,43865011,,,-1,328
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,2017-08-08,332,43865012,,,-1,328
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,2017-08-08,324,43865013,,,-1,328
2624.38,2654.12,884.71,0,2624.38,874.79,3,4,2017-08-08,315,43865014,,,-1,328
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,2017-08-09,344,43866001,,,-1,289
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,2017-08-09,350,43866002,,,-1,289
11.4,6.79,3.4,0,11.4,5.7,2,1,2017-08-09,218,43866003,,,-1,289
20.19,12.03,12.03,0,20.19,20.19,1,1,2017-08-09,215,43867001,,,-1,145
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,2017-08-09,347,43867002,,,-1,145
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,2017-08-09,349,43867003,,,-1,145
57.68,63.45,31.72,0,57.68,28.84,2,1,2017-08-09,232,43867004,,,-1,145
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,2017-08-09,346,43867005,,,-1,145
11.4,6.79,3.4,0,11.4,5.7,2,1,2017-08-09,218,43867006,,,-1,145
86.52,95.17,31.72,0,86.52,28.84,3,1,2017-08-09,229,43867007,,,-1,145
8159.98,7648.62,1912.15,0,8159.98,2039.99,4,1,2017-08-09,344,43867008,,,-1,145
